doi,exemplar,text,alpha,total_length_of_article
10.1037_a0038865,1,NA,NA,59050
10.1037_a0038866,1,NA,NA,148958
10.1037_a0038868,1,NA,NA,71786
10.1037_a0038868,2,"a = .93).

**Updated Dale-Chall List-Revised**

A r",0.93,71786
10.1037_a0038869,1,NA,NA,22964
10.1037_a0038870,1,NA,NA,62470
10.1037_a0038871,1,NA,NA,72323
10.1037_a0038873,1,NA,NA,93000
10.1037_a0038878,1,NA,NA,43705
10.1037_a0038879,1,NA,NA,57674
10.1037_a0038880,1,NA,NA,59696
10.1037_a0038881,1,NA,NA,68494
10.1037_a0038882,1,NA,NA,69805
10.1037_a0038883,1,NA,NA,77624
10.1037_a0038886,1,NA,NA,68150
10.1037_a0038887,1,NA,NA,132419
10.1037_a0038889,1,NA,NA,94386
10.1037_a0038890,1,NA,NA,70751
10.1037_a0038896,1,NA,NA,84267
10.1037_a0038897,1,NA,NA,65418
10.1037_a0038898,1,NA,NA,122235
10.1037_a0038899,1,NA,NA,59507
10.1037_a0038901,1,NA,NA,87823
10.1037_a0038902,1,NA,NA,65861
10.1037_a0038903,1,NA,NA,56173
10.1037_a0038907,1,NA,NA,113825
10.1037_a0038908,1,NA,NA,82678
10.1037_a0038909,1,NA,NA,92872
10.1037_a0038911,1,NA,NA,77894
10.1037_a0038914,1,NA,NA,61216
10.1037_a0038915,1,NA,NA,82796
10.1037_a0038916,1,NA,NA,14999
10.1037_a0038919,1,NA,NA,125344
10.1037_a0038920,1,NA,NA,105471
10.1037_a0038922,1,NA,NA,129860
10.1037_a0038924,1,NA,NA,77675
10.1037_a0038925,1,NA,NA,86780
10.1037_a0038925,2,a for the 14-item CDS scale was an acceptable .87.,0.87,86780
10.1037_a0038925,3,a estimates for the two subscales of the CDS were D,NA,86780
10.1037_a0038925,4,a estimate for the CDS 14-item total score was adeq,NA,86780
10.1037_a0038925,5,a estimate for the CDS 14-item total score was ques,NA,86780
10.1037_a0038925,6,a of .77. Although the internal reliability of the,0.77,86780
10.1037_a0038925,7,"α, Revelle’s β, and McDonald’s ωH: Their relations",NA,86780
10.1037_a0038927,1,NA,NA,79228
10.1037_a0038928,1,NA,NA,43948
10.1037_a0038929,1,NA,NA,69001
10.1037_a0038932,1,NA,NA,47094
10.1037_a0038933,1,NA,NA,90099
10.1037_a0038936,1,NA,NA,73427
10.1037_a0038941,1,NA,NA,65430
10.1037_a0038943,1,NA,NA,70031
10.1037_a0038944,1,NA,NA,54197
10.1037_a0038945,1,NA,NA,28505
10.1037_a0038949,1,NA,NA,54871
10.1037_a0038951,1,NA,NA,95422
10.1037_a0038954,1,NA,NA,11568
10.1037_a0038956,1,NA,NA,92271
10.1037_a0038957,1,NA,NA,52526
10.1037_a0038958,1,NA,NA,48147
10.1037_a0038959,1,NA,NA,56615
10.1037_a0038960,1,NA,NA,68362
10.1037_a0038961,1,NA,NA,88630
10.1037_a0038962,1,NA,NA,120274
10.1037_a0038965,1,NA,NA,9629
10.1037_a0038966,1,NA,NA,70449
10.1037_a0038967,1,NA,NA,57878
10.1037_a0038968,1,NA,NA,45874
10.1037_a0038969,1,NA,NA,100328
10.1037_a0038969,2,"a was .84.

**Employee creativity**

We measured em",0.84,100328
10.1037_a0038969,3,"a for the scale was .94.

**Customer satisfaction**",0.94,100328
10.1037_a0038969,4,"a for the scale was .93.

**Supervisory empowering",0.93,100328
10.1037_a0038969,5,a for the overall empowering leadership scale was .,NA,100328
10.1037_a0038969,6,a for the intrinsic motivation scale was .89. Creat,0.89,100328
10.1037_a0038969,7,"a was .82.

At Level 3, we controlled for store siz",0.82,100328
10.1037_a0038969,8,"a was .89.

#### Analytical Strategy

Prior to hypo",0.89,100328
10.1037_a0038971,1,NA,NA,64732
10.1037_a0038974,1,NA,NA,52017
10.1037_a0038976,1,NA,NA,68302
10.1037_a0038977,1,NA,NA,3513
10.1037_a0038978,1,NA,NA,51071
10.1037_a0038980,1,NA,NA,50819
10.1037_a0038981,1,NA,NA,53679
10.1037_a0038983,1,NA,NA,5407
10.1037_a0038984,1,NA,NA,11924
10.1037_a0038987,1,NA,NA,129816
10.1037_a0038988,1,NA,NA,22674
10.1037_a0038989,1,NA,NA,20964
10.1037_a0038990,1,NA,NA,11586
10.1037_a0038991,1,NA,NA,75858
10.1037_a0038992,1,NA,NA,147501
10.1037_a0038993,1,NA,NA,83556
10.1037_a0038994,1,NA,NA,54870
10.1037_a0038995,1,NA,NA,88506
10.1037_a0038996,1,NA,NA,66136
10.1037_a0038998,1,NA,NA,21380
10.1037_a0039000,1,NA,NA,171521
10.1037_a0039000,2,"a (Cronbach, 1951) was 0.18 for interference-RTres",0.18,171521
10.1037_a0039000,3,a was 0.43 for interference-RTres and 0.23 for inte,0.43,171521
10.1037_a0039000,4,"a of 0.77.

**Object-based shifting (performed thir",0.77,171521
10.1037_a0039000,5,"a of 0.86.

**Multiple-object tracking (performed f",0.86,171521
10.1037_a0039000,6,"a of 0.80.

**Controlling motion (performed 11th)**",0.8,171521
10.1037_a0039000,7,"a of 0.92.

**Global attention (performed eighth)**",0.92,171521
10.1037_a0039000,8,"a of 0.68.

**Attentional grouping (performed ninth",0.68,171521
10.1037_a0039000,9,"a of 0.78.

**Temporal-focusing and rapid reengagem",0.78,171521
10.1037_a0039000,10,"a for Pcorr(T1) was 0.45, indicating that this meas",0.45,171521
10.1037_a0039000,11,"a of 0.79.

**Object vigilance (performed sixth)**
",0.79,171521
10.1037_a0039000,12,"a of 0.64.

**Spatial vigilance (performed 10th)**
",0.64,171521
10.1037_a0039000,13,"a of 0.76.

Results  


First, we will identify the",0.76,171521
10.1037_a0039000,14,"as were 0.64–0.92 (e.g., Nunnally, 1978) to be incl",0.64,171521
10.1037_a0039000,15,"as ranging from 0.64−0.92), the overall low pairwis",NA,171521
10.1037_a0039000,16,"a and Revelle’s beta, respectively, for each compos",NA,171521
10.1037_a0039000,17,a is the average of all possible split-half reliabi,NA,171521
10.1037_a0039000,18,"a, and the alpha values were not systematically hig",NA,171521
10.1037_a0039000,19,"α, Revelle’s β, Mcdonald’s ωh: Their relations with",NA,171521
10.1037_a0039002,1,NA,NA,71865
10.1037_a0039002,2,"a = .76), and reducing demands included four items",0.76,71865
10.1037_a0039002,3,"a = .67).

Autonomy was assessed with a three-item",0.67,71865
10.1037_a0039002,4,"a was .87.

General Workload was assessed with a th",0.87,71865
10.1037_a0039002,5,"a was .84.

General Work Engagement was measured wi",0.84,71865
10.1037_a0039002,6,"a = .84), Dedication (e.g., “My job inspires me”; C",0.84,71865
10.1037_a0039002,7,"a = .83), and Absorption (e.g., “I get carried away",0.83,71865
10.1037_a0039002,8,"a = .88). All items were scored on a 7-point scale,",0.88,71865
10.1037_a0039002,9,"a = .90). Items were scored on a 7-point scale, ran",0.9,71865
10.1037_a0039002,10,a for task performance and altruism were .89 and .7,0.89,71865
10.1037_a0039002,11,"a was .73.

**Daily questionnaire measures**

For a",0.73,71865
10.1037_a0039002,12,"a ranged from .72 to .79; M = .75), day-level seeki",NA,71865
10.1037_a0039002,13,"a ranged from .87 to .92; M = .90), and day-level r",NA,71865
10.1037_a0039002,14,"a ranged from .79 to .88; M = .85).

Day-level Job",NA,71865
10.1037_a0039002,15,"a’s ranged from .78 to .84 (M = .80).

Day-level Wo",NA,71865
10.1037_a0039002,16,"a’s ranged from .86 to .91 (M = .89).

Day-level Wo",NA,71865
10.1037_a0039002,17,"a ranged from .86 to .91 (M = .88).

Day-level Exha",NA,71865
10.1037_a0039002,18,"a was .85 (ranging between .83 and .87).

Day-level",0.85,71865
10.1037_a0039002,19,"a’s ranged from .70 to .82 (M = .76), and interitem",NA,71865
10.1037_a0039002,20,"a’s ranged from .62 to .85 (M = .76), and interitem",NA,71865
10.1037_a0039002,21,"a’s ranged from .62 to .85 (M = .76).

#### Strateg",NA,71865
10.1037_a0039003,1,NA,NA,64158
10.1037_a0039003,2,aT1 = .70; alphaT2 = .68). Seeking challenges inclu,0.7,64158
10.1037_a0039003,3,aT1 = .75; alphaT2 = .77). Reducing demands include,0.75,64158
10.1037_a0039003,4,"aT1 = .78; alphaT2 = .79).

Exhaustion was measured",0.78,64158
10.1037_a0039003,5,aT1 = .79; alphaT2 = .77). Respondents rated the it,0.79,64158
10.1037_a0039003,6,aT1 = .85; alphaT2 = .88). Respondents rated each s,0.85,64158
10.1037_a0039004,1,NA,NA,86369
10.1037_a0039005,1,NA,NA,75899
10.1037_a0039006,1,NA,NA,60854
10.1037_a0039007,1,NA,NA,26484
10.1037_a0039008,1,NA,NA,58313
10.1037_a0039009,1,NA,NA,65792
10.1037_a0039010,1,NA,NA,35820
10.1037_a0039011,1,NA,NA,60242
10.1037_a0039011,2,"a was .82.

**Control variables**

We controlled fo",0.82,60242
10.1037_a0039011,3,"a was .85 for PA and .77 for NA.

**Proactive behav",0.85,60242
10.1037_a0039011,4,"a was .93.

We conducted a confirmatory factor anal",0.93,60242
10.1037_a0039013,1,NA,NA,35055
10.1037_a0039015,1,NA,NA,97282
10.1037_a0039018,1,NA,NA,26184
10.1037_a0039020,1,NA,NA,94892
10.1037_a0039021,1,NA,NA,46104
10.1037_a0039022,1,NA,NA,38187
10.1037_a0039023,1,NA,NA,55585
10.1037_a0039024,1,NA,NA,50586
10.1037_a0039026,1,NA,NA,51643
10.1037_a0039028,1,NA,NA,79932
10.1037_a0039030,1,NA,NA,39835
10.1037_a0039032,1,NA,NA,27638
10.1037_a0039037,1,NA,NA,54558
10.1037_a0039041,1,NA,NA,56484
10.1037_a0039042,1,NA,NA,87351
10.1037_a0039043,1,NA,NA,31087
10.1037_a0039044,1,NA,NA,45770
10.1037_a0039045,1,NA,NA,55491
10.1037_a0039046,1,NA,NA,60673
10.1037_a0039046,2,"a was .85.

**Supervisory delegation** was measured",0.85,60673
10.1037_a0039046,3,"a was .85.

**Group voice climate** was measured us",0.85,60673
10.1037_a0039046,4,"as were both .88.

**Perceived risk of promotive vo",0.88,60673
10.1037_a0039046,5,"as for the two scales were .95 and .93, respectivel",0.95,60673
10.1037_a0039046,6,"as were .92 and .88, respectively.

We controlled s",0.92,60673
10.1037_a0039046,7,"a was .84. Meanwhile, we controlled the age and ten",0.84,60673
10.1037_a0039047,1,NA,NA,105769
10.1037_a0039053,1,NA,NA,76672
10.1037_a0039055,1,NA,NA,62964
10.1037_a0039055,2,"α values of .79, .84, and .84 for the Wave 1, 2, an",0.79,62964
10.1037_a0039055,3,"αs of .85, .85, and .89 for the Wave 1, 2, and 3 da",0.85,62964
10.1037_a0039055,4,"α values of .85, .84, and .86 for the Wave 1, 2, an",0.85,62964
10.1037_a0039055,5,"α values of .90, .90, and .91 for the Wave 1, 2, an",0.9,62964
10.1037_a0039055,6,"αs of .86, .87, and .86 for the Wave 1, Wave 2, and",0.86,62964
10.1037_a0039055,7,"α values of .82, .86, and .87 for the Wave 1, 2, an",0.82,62964
10.1037_a0039056,1,NA,NA,59894
10.1037_a0039056,2,"a in the present sample was .81.

The depression sc",0.81,59894
10.1037_a0039056,3,"a for the study sample was .81.

The somatic sympto",0.81,59894
10.1037_a0039056,4,"a for the study sample was .75.

Causal attribution",0.75,59894
10.1037_a0039058,1,NA,NA,64872
10.1037_a0039058,2,"α = .95).

**Regulatory Focus Questionnaire (RFQ)**",0.95,64872
10.1037_a0039058,3,as) of .73 and .80 for the Promotion Focus and Prev,0.73,64872
10.1037_a0039058,4,as) were .73 for the Promotion Focus subscale and .,0.73,64872
10.1037_a0039058,5,α = .84) and GAS-R (Cronbach’s α = .86) have been r,0.84,64872
10.1037_a0039058,6,"α = .86) have been reported (Wrosch, Scheier, Mille",0.86,64872
10.1037_a0039058,7,as) in the current study were .82 for GAS-D and .80,0.82,64872
10.1037_a0039058,8,"α = .70), SST adherence (18 items; Cronbach’s α = .",0.7,64872
10.1037_a0039058,9,"α = .83), and CBT adherence (15 items; Cronbach’s α",0.83,64872
10.1037_a0039058,10,α = .84). Items were summed to yield a total score,0.84,64872
10.1037_a0039059,1,NA,NA,64145
10.1037_a0039060,1,NA,NA,14961
10.1037_a0039061,1,NA,NA,57982
10.1037_a0039064,1,NA,NA,11067
10.1037_a0039068,1,NA,NA,77967
10.1037_a0039070,1,NA,NA,9513
10.1037_a0039075,1,NA,NA,53579
10.1037_a0039077,1,NA,NA,55722
10.1037_a0039078,1,NA,NA,32320
10.1037_a0039080,1,NA,NA,56030
10.1037_a0039082,1,NA,NA,62432
10.1037_a0039083,1,NA,NA,26565
10.1037_a0039084,1,NA,NA,150067
10.1037_a0039086,1,NA,NA,8271
10.1037_a0039088,1,NA,NA,56292
10.1037_a0039089,1,NA,NA,8521
10.1037_a0039090,1,NA,NA,7664
10.1037_a0039092,1,NA,NA,67477
10.1037_a0039092,2,"a = .71).

**Parenting styles**

Parental warmth wa",0.71,67477
10.1037_a0039092,3,"a = .94 for adolescents and .85 for parents).

Perm",0.94,67477
10.1037_a0039092,4,"a = .76 for adolescents and .67 for parents).

**Co",0.76,67477
10.1037_a0039092,5,"a = .73 at T1 and .83 at T2).

Disconnection and re",0.73,67477
10.1037_a0039092,6,"a = .81 at T1 and T2).

Narcissism was assessed usi",0.81,67477
10.1037_a0039092,7,"a = .68 at T1 and .70 at T2).

**Child-to-parent ag",0.68,67477
10.1037_a0039092,8,"a = .83, .84, and .84 at T1, T2, and T3, respective",0.83,67477
10.1037_a0039092,9,"a = .83, .84 and .82 at T1, T2, and T3, respectivel",0.83,67477
10.1037_a0039092,10,a = .75). These eight items were selected because t,0.75,67477
10.1037_a0039093,1,NA,NA,79442
10.1037_a0039095,1,NA,NA,57264
10.1037_a0039095,2,"a = .91.

#### School Commitment to Bully Preventio",0.91,57264
10.1037_a0039095,3,"a = .94.

#### Positive Teacher–Staff–Student Inter",0.94,57264
10.1037_a0039095,4,"a = .88.

#### Gender Equity or Intolerance of Sexu",0.88,57264
10.1037_a0039095,5,"a = .79.

#### Student Measures

Students completed",0.79,57264
10.1037_a0039095,6,a coefficient was .80 for perpetration and .81 for,0.8,57264
10.1037_a0039095,7,a coefficient was .80 for perpetration and .81 for,0.8,57264
10.1037_a0039100,1,NA,NA,119736
10.1037_a0039101,1,NA,NA,27319
10.1037_a0039103,1,NA,NA,38383
10.1037_a0039104,1,NA,NA,67909
10.1037_a0039105,1,NA,NA,38596
10.1037_a0039106,1,NA,NA,41921
10.1037_a0039107,1,NA,NA,76627
10.1037_a0039107,2,α = .894) and Rumination About the World (RW; Cronb,0.894,76627
10.1037_a0039107,3,α = .81; reliability of RS and RW: Cronbach’s α = .,0.81,76627
10.1037_a0039107,4,"α = .894; RQ, Baryła &amp; Wojciszke, 2005), which",0.894,76627
10.1037_a0039107,5,α = .495). The scores on the scales of Rumination A,0.495,76627
10.1037_a0039107,6,α = .896) and Rumination About the World (both subs,0.896,76627
10.1037_a0039107,7,α = .849; reliability of RS &amp; RW in combination,0.849,76627
10.1037_a0039107,8,"α = .875; RQ, Baryła &amp; Wojciszke, 2005) showed",0.875,76627
10.1037_a0039107,9,α = .79) or high (SQ–Short: Cronbach’s α = .83) rel,0.79,76627
10.1037_a0039107,10,"α = .83) reliability, whereas their scores on music",0.83,76627
10.1037_a0039107,11,α = .593) or experiential music focus (EMF; Cronbac,0.593,76627
10.1037_a0039107,12,α = .521) and rumination measured with ECQ (Roger &,0.521,76627
10.1037_a0039107,13,α = .88) or satisfactory reliability (SQ–Short: Cro,0.88,76627
10.1037_a0039107,14,α = .77) but reliability of the scores on MS and mu,0.77,76627
10.1037_a0039108,1,NA,NA,57582
10.1037_a0039108,2,a for the current sample across assessments ranged,NA,57582
10.1037_a0039108,3,a for the current sample across assessments in the,NA,57582
10.1037_a0039108,4,a’s across assessments ranged between .88 and .92 f,NA,57582
10.1037_a0039109,1,NA,NA,46612
10.1037_a0039114,1,NA,NA,72106
10.1037_a0039115,1,NA,NA,63043
10.1037_a0039115,2,as ranged from .82 to .87 (M = .85) over the 5 work,NA,63043
10.1037_a0039115,3,as ranged from .83 to .86 (M = .84) over the 5 days,NA,63043
10.1037_a0039115,4,as of positive activated affect after work ranged f,NA,63043
10.1037_a0039115,5,as of serenity after work ranged from .79 to .86 (M,NA,63043
10.1037_a0039117,1,NA,NA,61203
10.1037_a0039118,1,NA,NA,108688
10.1037_a0039122,1,NA,NA,46439
10.1037_a0039123,1,NA,NA,53312
10.1037_a0039123,2,"a = .94; Tabachnik &amp; Fidell, 2012).

**Outcome",0.94,53312
10.1037_a0039123,3,"as range from .78 to .88; Tabachnik &amp; Fidell, 2",NA,53312
10.1037_a0039123,4,"a = .85; Brazier et al., 1992; Tabachnik &amp; Fide",0.85,53312
10.1037_a0039123,5,a = .89 and 0.83 for physical and mental subscales;,0.89,53312
10.1037_a0039124,1,NA,NA,58094
10.1037_a0039125,1,NA,NA,61838
10.1037_a0039127,1,NA,NA,41180
10.1037_a0039128,1,NA,NA,57650
10.1037_a0039129,1,NA,NA,51715
10.1037_a0039134,1,NA,NA,53042
10.1037_a0039136,1,NA,NA,61565
10.1037_a0039136,2,a for hindrance and challenge stressors was .72 and,0.72,61565
10.1037_a0039136,3,"a for learning, vitality, and all 10 items was .69,",0.69,61565
10.1037_a0039136,4,"a for this scale was .85.

**Controls**

In order t",0.85,61565
10.1037_a0039137,1,NA,NA,3275
10.1037_a0039142,1,NA,NA,70316
10.1037_a0039143,1,NA,NA,81696
10.1037_a0039145,1,NA,NA,86757
10.1037_a0039149,1,NA,NA,3109
10.1037_a0039150,1,NA,NA,64019
10.1037_a0039152,1,NA,NA,8077
10.1037_a0039153,1,NA,NA,56427
10.1037_a0039153,2,a of .70. Autonomy was operationalized by student r,0.7,56427
10.1037_a0039153,3,"a of .77. Finally, competence was measured using th",0.77,56427
10.1037_a0039153,4,a of .74. The Cronbach’s alpha for each of these la,0.74,56427
10.1037_a0039153,5,a for each of these latent variables was very simil,NA,56427
10.1037_a0039153,6,"as of belonging, autonomy, and competence reported",NA,56427
10.1037_a0039158,1,NA,NA,64876
10.1037_a0039159,1,NA,NA,60552
10.1037_a0039161,1,NA,NA,120337
10.1037_a0039166,1,NA,NA,56413
10.1037_a0039167,1,NA,NA,46042
10.1037_a0039168,1,NA,NA,50089
10.1037_a0039174,1,NA,NA,74400
10.1037_a0039180,1,NA,NA,50180
10.1037_a0039184,1,NA,NA,115467
10.1037_a0039185,1,NA,NA,54011
10.1037_a0039189,1,NA,NA,9275
10.1037_a0039191,1,NA,NA,90111
10.1037_a0039194,1,NA,NA,114660
10.1037_a0039195,1,NA,NA,54974
10.1037_a0039197,1,NA,NA,49552
10.1037_a0039198,1,NA,NA,73586
10.1037_a0039198,2,a for the sample at baseline was .87. A cut-off sco,0.87,73586
10.1037_a0039198,3,"α = .93; Attkisson &amp; Zwick, 1982; De Wilde &amp",0.93,73586
10.1037_a0039199,1,NA,NA,64380
10.1037_a0039200,1,NA,NA,61324
10.1037_a0039201,1,NA,NA,29062
10.1037_a0039202,1,NA,NA,60267
10.1037_a0039202,2,a = .83/.81/.79 [t0/t1/t2]) and organizational chan,0.83,60267
10.1037_a0039202,3,a = .87/.88/.86 [t0/t1/t2]) demonstrated good scale,0.87,60267
10.1037_a0039202,4,"α), and Correlations of the Study Variables

#### P",NA,60267
10.1037_a0039203,1,NA,NA,12784
10.1037_a0039205,1,NA,NA,65346
10.1037_a0039207,1,NA,NA,64455
10.1037_a0039209,1,NA,NA,9538
10.1037_a0039210,1,NA,NA,82547
10.1037_a0039215,1,NA,NA,3572
10.1037_a0039216,1,NA,NA,69503
10.1037_a0039216,2,a was .70. The 57-item Schwartz Value Survey (SVS;,0.7,69503
10.1037_a0039216,3,"as = .77, .43, .85, .85, .73, .60, .57, .81, .76, a",0.77,69503
10.1037_a0039216,4,"a, partly because of the heavy cognitive demand on",NA,69503
10.1037_a0039218,1,NA,NA,65008
10.1037_a0039225,1,NA,NA,32937
10.1037_a0039226,1,NA,NA,76507
10.1037_a0039226,2,"as > .90).

#### Results

**Local-global RTs to Nav",NA,76507
10.1037_a0039227,1,NA,NA,43656
10.1037_a0039237,1,NA,NA,38048
10.1037_a0039238,1,NA,NA,7586
10.1037_a0039239,1,NA,NA,14105
10.1037_a0039242,1,NA,NA,53692
10.1037_a0039246,1,NA,NA,31642
10.1037_a0039247,1,NA,NA,40442
10.1037_a0039247,2,"a was α = .95.

Perceived general stress was assess",0.95,40442
10.1037_a0039253,1,NA,NA,30122
10.1037_a0039255,1,NA,NA,73814
10.1037_a0039256,1,NA,NA,72104
10.1037_a0039261,1,NA,NA,74966
10.1037_a0039271,1,NA,NA,58234
10.1037_a0039273,1,NA,NA,46541
10.1037_a0039276,1,NA,NA,158925
10.1037_a0039277,1,NA,NA,111841
10.1037_a0039279,1,NA,NA,32101
10.1037_a0039291,1,NA,NA,90714
10.1037_a0039292,1,NA,NA,3285
10.1037_a0039293,1,NA,NA,3122
10.1037_a0039294,1,NA,NA,33991
10.1037_a0039301,1,NA,NA,58571
10.1037_a0039302,1,NA,NA,69162
10.1037_a0039302,2,"a = .72) at baseline.

We implemented a one-page fe",0.72,69162
10.1037_a0039302,3,as (all above .77) and high correlations with the o,NA,69162
10.1037_a0039302,4,as in the current effectiveness sample (Table 3). T,NA,69162
10.1037_a0039303,1,NA,NA,62232
10.1037_a0039303,2,"a values 0.80, 0.77, 0.76 and 0.72, for Unusual Exp",0.8,62232
10.1037_a0039303,3,"a = .82).

#### Statistical Analysis

**Exploratory",0.82,62232
10.1037_a0039308,1,NA,NA,12439
10.1037_a0039312,1,NA,NA,88757
10.1037_a0039313,1,NA,NA,46813
10.1037_a0039314,1,NA,NA,38052
10.1037_a0039316,1,NA,NA,70392
10.1037_a0039317,1,NA,NA,62430
10.1037_a0039318,1,NA,NA,65112
10.1037_a0039325,1,NA,NA,59988
10.1037_a0039325,2,"as were satisfactory, positive/negative affect: α =",NA,59988
10.1037_a0039325,3,as supported the internal consistency of the P-PASS,NA,59988
10.1037_a0039325,4,"as for mothers (α = .95, 95% CI [.94, .96]) and fat",0.95,59988
10.1037_a0039325,5,"a for this scale was .82 (95% CI [.79, .84]) for mo",0.82,59988
10.1037_a0039325,6,"as were satisfactory for both scales (α = .92, 95%",0.92,59988
10.1037_a0039326,1,NA,NA,108524
10.1037_a0039328,1,NA,NA,92685
10.1037_a0039330,1,NA,NA,42286
10.1037_a0039337,1,NA,NA,46160
10.1037_a0039337,2,"a.

We used generalized estimating equation (GEE) r",NA,46160
10.1037_a0039342,1,NA,NA,65102
10.1037_a0039344,1,NA,NA,60913
10.1037_a0039345,1,NA,NA,34775
10.1037_a0039346,1,NA,NA,57159
10.1037_a0039350,1,NA,NA,31801
10.1037_a0039351,1,NA,NA,62502
10.1037_a0039358,1,NA,NA,65368
10.1037_a0039359,1,NA,NA,67324
10.1037_a0039363,1,NA,NA,90897
10.1037_a0039372,1,NA,NA,70823
10.1037_a0039373,1,NA,NA,77228
10.1037_a0039375,1,NA,NA,76331
10.1037_a0039377,1,NA,NA,82622
10.1037_a0039381,1,NA,NA,7457
10.1037_a0039383,1,NA,NA,47620
10.1037_a0039384,1,NA,NA,41078
10.1037_a0039392,1,NA,NA,49702
10.1037_a0039400,1,NA,NA,75509
10.1037_a0039403,1,NA,NA,64765
10.1037_a0039403,2,as are moderate by social science standards (which,NA,64765
10.1037_a0039405,1,NA,NA,101244
10.1037_a0039407,1,NA,NA,57593
10.1037_a0039407,2,"a was .85.

**Psychological barriers to resistance*",0.85,57593
